id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y
0,tt3340446,storm boy,storm boy,2019,17/01/2019,"adventure, drama, family",99,australia,"english, aboriginal",shawn seet,"justin monjo, colin thiele",ambience entertainment,"finn little, jai courtney, geoffrey rush, erik thomson, bradley trent williams, natasha wanganeen, nick launchbury, emma bargery, trevor jamieson, morgan davies, michelle nightingale, miraede bhatia-williams, luca asta sardelis, georgina giessauf, paul blackwell","when michael kingley, a successful retired businessman starts to see images from his past that he can't explain, he's forced to remember his childhood and how, as a boy, he rescued and raised an extraordinary orphaned pelican, mr percival.",6.9,1785,$ 15000000,$ 71760,$ 4252706,67,29,70,"finn little, jai courtney, geoffrey rush, erik thoms","on, bradley trent williams, natasha wanganeen, nick launchbury, emma bargery, trevor jamieson, morgan davies, michelle nightingale, miraede bhatia-williams, luca asta sardelis, georgina giessauf, paul blackwell"
1,tt3361792,tolkien,tolkien,2019,03/05/2019,"biography, drama, war",112,usa,english,dome karukoski,"david gleeson, stephen beresford",fox searchlight pictures,"nicholas hoult, al bollands, kallum tolkien, craig roberts, harry gilby, colm meaney, laura donnelly, guillermo bedward, nia gwynne, pam ferris, adrian schiller, albie marber, ty tennant, adam bregman, tony nash",the formative years of the orphaned author,6.8,18185,$ 20000000,$ 4535154,$ 7776413,48,183,152,"nicholas hoult, al bollands, kallum tolkien, craig","roberts, harry gilby, colm meaney, laura donnelly, guillermo bedward, nia gwynne, pam ferris, adrian schiller, albie marber, ty tennant, adam bregman, tony nash"
2,tt3378384,tapestry,tapestry,2019,10/01/2019,"drama, family",98,usa,english,ken kushner,"rob depalo, ken kushner",massive film project,"tina louise, stephen baldwin, burt young, joseph d'onofrio, genoveva rossi, josie gallina, faron salisbury, anthony laciura, tina tanzer, penny balfour, judy san roman, richard ryker, anthony aquilino, alan bendich, samantha rivers cole","tapestry is the story of a man (stephen baldwin) in the midst of a heavy personal and spiritual crisis. aided by his father (burt young), and his family, he embarks on a personal journey that will forever change him.",3.2,144,,,,,38,2,"tina louise, stephen baldwin, burt young, josep","h d'onofrio, genoveva rossi, josie gallina, faron salisbury, anthony laciura, tina tanzer, penny balfour, judy san roman, richard ryker, anthony aquilino, alan bendich, samantha rivers cole"
3,tt3387520,scary stories to tell in the dark,scary stories to tell in the dark,2019,23/08/2019,"horror, mystery, thriller",108,"usa, canada",english,andré øvredal,"dan hageman, kevin hageman",1212 entertainment,"zoe margaret colletti, michael garza, gabriel rush, austin abrams, dean norris, gil bellows, austin zajur, natalie ganzhorn, lorraine toussaint, kathleen pollard, deborah pollitt, victoria fodor, marie ward, mark steger, javier botet","on halloween 1968, reclusive stella and her two friends meet a mysterious drifter, ramón, and uncover a sinister notebook of stories.",6.2,32598,$ 25000000,$ 68947075,$ 95677760,61,473,231,"zoe margaret colletti, michael garza, gabriel rush, au","stin abrams, dean norris, gil bellows, austin zajur, natalie ganzhorn, lorraine toussaint, kathleen pollard, deborah pollitt, victoria fodor, marie ward, mark steger, javier botet"
4,tt3445280,investigation 13,investigation 13,2019,10/09/2019,"horror, thriller",90,usa,english,krisstian de lara,"clay smith, clay smith",gorilla studios miami,"meg foster, stephanie hernandez, patrick flanagan, robert paget, laz martino, peter aratari, william alexander, jesse ramos, giordan diaz, denise m. kelone, kara viciedo, troy dovey, sylvie sterlin, rachel hemming, michael koch","a group of college science students investigate the urban legend of the mole man, an ex-patient said to still be residing within the walls of the black grove asylum and the cause of the disappearances of those who enter.",4.6,462,,,,,12,5,"meg foster, stephanie hernandez, patrick flanagan,","robert paget, laz martino, peter aratari, william alexander, jesse ramos, giordan diaz, denise m. kelone, kara viciedo, troy dovey, sylvie sterlin, rachel hemming, michael koch"
5,tt3449200,shooting clerks,shooting clerks,2019,22/10/2016,"biography, comedy, drama",105,"uk, usa, canada",english,christopher downie,christopher downie,auld reekie media,"kevin smith, jason mewes, brian o'halloran, marilyn ghigliotti, jake richardson, bryan johnson, james rolfe, kyle hebert, matthew postlethwaite, walter flanagan, sanjeev kohli, nick cornwall, ernest o'donnell, david klein, ming chen",the true story of how convenience store clerk,6.5,114,,,,,1,3,"kevin smith, jason mewes, brian o'halloran, maril","yn ghigliotti, jake richardson, bryan johnson, james rolfe, kyle hebert, matthew postlethwaite, walter flanagan, sanjeev kohli, nick cornwall, ernest o'donnell, david klein, ming chen"
6,tt3453008,the garden left behind,the garden left behind,2019,09/03/2019,drama,88,"usa, brazil","english, spanish",flavio alves,"flavio alves, john rotondo",autonomous pictures,"michael madsen, edward asner, carlie guevara, danny flaherty, anthony abdo, alex kruz, tamara m. williams, dawn young, bernadette quigley, frances lozada, ivana black, brock yurich, miriam cruz, will krisanda, kristen parker lovell",the 2019 sxsw audience award-winning feature film debut by flavio alves is a story about a young mexican trans woman and her grandmother who navigate life as undocumented immigrants in new york city.,7.6,159,,,,,14,65,"michael madsen, edward asner, carlie guevara, danny","flaherty, anthony abdo, alex kruz, tamara m. williams, dawn young, bernadette quigley, frances lozada, ivana black, brock yurich, miriam cruz, will krisanda, kristen parker lovell"
7,tt3466094,turnover,turnover,2019,08/03/2019,"comedy, drama, family",123,usa,english,linda palmer,"linda palmer, laree' d. griffith",runaway productions,"donna mills, beverly todd, jamie brewer, paul guilfoyle, riker lynch, isabella blake-thomas, carlos carrasco, elina madison, danny pardo, julia vera, oscar torre, janel tanna, adwin brown, scott engrotti, ellen gerstein","café owner peter, leaves his disgruntled manager henry, to take care of business, and he instead hires a crew of misfits. peter returns to an unrecognizable business but soon learns the value of camaraderie with the new team.",9.2,101,,,,,36,6,"donna mills, beverly todd, jamie brewer, paul guil","foyle, riker lynch, isabella blake-thomas, carlos carrasco, elina madison, danny pardo, julia vera, oscar torre, janel tanna, adwin brown, scott engrotti, ellen gerstein"
8,tt3480662,flay,flay,2019,02/04/2019,"drama, fantasy, horror",94,usa,english,eric pham,matthew daley,phame factory,"violett beane, elle lamont, a. michael baldwin, peggy schott, johnny walter, dalton e. gray, aaron spivey-sorrells, emily grace dunn, noé de la garza, kaylee king, stephen latham, sarah joy byington, mike dell, samantha frank, damaso torres","after the death of her mother, an estranged daughter struggles to save her brother, and those around her from a malevolent faceless spirit.",3.2,166,,,,,6,23,"violett beane, elle lamont, a. michael baldwin, pe","ggy schott, johnny walter, dalton e. gray, aaron spivey-sorrells, emily grace dunn, noé de la garza, kaylee king, stephen latham, sarah joy byington, mike dell, samantha frank, damaso torres"
9,tt3486080,lancaster skies,lancaster skies,2019,27/02/2019,"action, drama, war",98,uk,,callum burn,"andrew burn, callum burn",tin hat productions (ii),"rosa coduri, josh collins, kris saddler, jeffrey mundell, david dobson, vin hawke, joanne gale, steve healey, callum burn, tom gordon, steven hooper, roger wentworth, tina hodgson, eric flynn, orla sanders","douglas, a broken, solitary, spitfire ace, must overcome his past to lead a lancaster bomber crew in the pivotal aerial war over berlin, in 1944.",4.9,961,gbp 80000,,$ 67522,,92,,"rosa coduri, josh collins, kris saddler, jeffrey munde","ll, david dobson, vin hawke, joanne gale, steve healey, callum burn, tom gordon, steven hooper, roger wentworth, tina hodgson, eric flynn, orla sanders"
